Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
25-07-2025,INTU,668.78,682,685.02,661.11,13596251,1.83615E+11,60.06,0.56,11.36,858.7,506.56,Technology
25-07-2025,ISRG,462.26,459.19,464.08,455.3,5236076,1.54727E+11,44.96,0,10.21,606.18,409.07,Healthcare
25-07-2025,JNJ,166.29,170.35,171.49,165.09,34613160,4.29712E+11,14.61,2.55,11.66,228.26,120.23,Healthcare
25-07-2025,JPM,215.21,210.57,217.96,209.6,11530381,5.88581E+11,11.8,2.3,17.84,241.08,161.81,Financials
25-07-2025,KO,67.5,66.82,67.96,66.43,10644149,2.91395E+11,22.6,2.78,2.96,87.63,56.29,Consumer Staples
25-07-2025,LLY,931.97,953.31,956.2,924.67,28617324,8.52962E+11,51.06,1.24,18.67,1126.63,871.75,Healthcare
25-07-2025,LMT,484.73,482.65,486.25,476.69,9456602,1.15635E+11,16.27,2.49,29.67,624.31,326.57,Industrials
25-07-2025,LOW,244.95,242.63,246.71,239.21,7105798,1.53501E+11,21.13,1.97,11.48,267.05,168.77,Consumer Discretionary
25-07-2025,MA,482.26,472.34,483.25,470.42,28071871,4.42819E+11,37.55,0.47,12.58,538.62,353.49,Financials
25-07-2025,MDLZ,76.6,75.31,77.55,74.74,4166152,96681756757,22.8,2.42,3.3,92.28,66.29,Consumer Staples
25-07-2025,MDT,90.61,91.42,91.98,89.71,14391361,1.16814E+11,15.87,3.12,5.76,101.13,83.81,Healthcare
25-07-2025,META,500.63,502.9,507.18,494.27,40164711,1.39418E+12,23.58,0.4,21.33,583.43,400.58,Communication Services
25-07-2025,MMC,206.79,208.54,211.51,205.29,11375366,1.01845E+11,25.43,1.69,8.2,251.42,190.91,Financials
25-07-2025,MRK,131.14,132.06,133.72,129.19,31407591,3.25071E+11,14.55,2.73,9.08,161.61,104.34,Healthcare
25-07-2025,MS,103.8,103.08,104.54,101.98,6111928,1.70082E+11,10.81,2.91,9.54,137.81,80.76,Financials
25-07-2025,MSFT,448.97,433.4,452.4,428.09,57689421,3.0886E+12,32.23,0.68,13.45,509.68,286.68,Technology
25-07-2025,NEE,76.16,75.94,77.24,75.2,2127195,1.56626E+11,24.2,2.66,3.14,82.26,54.6,Utilities
25-07-2025,NFLX,682.31,668.68,686.09,662.56,31088998,2.77378E+11,36.51,0,18.31,778.71,513.51,Communication Services
25-07-2025,NKE,93.86,95.78,96.74,93.58,5685371,1.4367E+11,27.24,0.99,3.52,125.78,64.72,Consumer Discretionary
25-07-2025,NOW,832.9,850.42,855.16,820.41,14267669,1.75086E+11,80,0,10.63,997.71,639.67,Technology
25-07-2025,NVDA,518.76,514.31,526.16,506.86,49168018,2.88014E+12,39.84,0,12.91,665.09,377.68,Technology
25-07-2025,ORCL,151.09,149.84,151.68,147.9,29458740,4.26663E+11,22.02,1.09,6.8,200.85,121.17,Technology
25-07-2025,PEP,171.97,172.12,173.69,171.51,33489010,2.24712E+11,21.25,2.64,8.1,224.25,127.41,Consumer Staples
25-07-2025,PFE,29.88,30.32,30.77,29.45,5610937,1.61381E+11,12.31,5.77,2.46,37.89,25.19,Healthcare
25-07-2025,PG,173.3,176.99,178.76,172.84,20163216,4.00151E+11,24.74,2.49,7.15,195.44,139.18,Consumer Staples
25-07-2025,PLD,127.58,128.49,129.48,125.75,2862952,1.23548E+11,35.48,3.13,3.62,140.04,96.15,Real Estate
25-07-2025,PM,108.34,108.07,109.01,107.59,8126879,1.62105E+11,20.17,4.66,5.36,120.97,77.5,Consumer Staples
25-07-2025,PYPL,66.24,65.21,66.48,64.43,3481060,69867857143,15.69,0,4.16,72.14,44.6,Financials
25-07-2025,QCOM,214.64,212.69,217.11,211.62,29021386,2.22583E+11,16.98,1.69,12.53,275.25,147.43,Technology
25-07-2025,REGN,1111.97,1124.55,1131.65,1106.13,3192349,1.17567E+11,15.98,0,70.37,1351.58,776.1,Healthcare
25-07-2025,RTX,113.51,115.26,116.31,111.97,5782102,1.52045E+11,19.27,2.11,5.98,137.38,79.13,Industrials
25-07-2025,SCHW,82.42,84.13,84.87,82.15,5558804,1.41969E+11,20.16,1.23,4.17,93.16,76.69,Financials
25-07-2025,SO,83.32,84.43,85.63,83.05,2616534,87409882353,16.39,3.71,5.15,98.18,63.27,Utilities
25-07-2025,SPGI,450.02,451.66,454.62,446.74,8551159,1.42371E+11,40.34,0.82,11.2,518.7,388.88,Financials
25-07-2025,SYK,379.97,373.96,381.38,369.93,5578929,1.36445E+11,35.32,0.82,10.59,414.25,307.09,Healthcare
25-07-2025,T,21.43,21.59,21.91,21.31,12065433,1.38793E+11,7.28,7.14,2.97,27.26,19.07,Communication Services
25-07-2025,TJX,119.7,120.11,120.8,118.93,4740121,1.35124E+11,22.08,1.29,5.44,152.19,103.26,Consumer Discretionary
25-07-2025,TMO,580.87,592.5,599.06,576.67,34752168,2.24741E+11,24.7,0.28,23.99,740.66,492.67,Healthcare
25-07-2025,TSLA,255.22,261.32,263.14,252.75,29240460,8.54315E+11,53.24,0,4.91,337.61,214.84,Consumer Discretionary
25-07-2025,TXN,214.12,215.47,217.96,212.75,12566053,1.94449E+11,25.28,2.41,8.52,240.92,187.69,Technology
25-07-2025,UBER,73.52,72.48,74.24,71.89,4938097,1.40128E+11,27.1,0,2.67,80.72,59.28,Technology
25-07-2025,UNH,607.07,610.61,614.47,598,12156830,5.59726E+11,26.68,1.31,22.89,778.37,432.29,Healthcare
25-07-2025,UNP,257,263.42,265.23,253.71,13655523,1.60118E+11,23.15,1.9,11.38,297.94,198.7,Industrials
25-07-2025,UPS,149.92,153.12,153.95,148.16,10654050,1.23484E+11,17.73,3.36,8.64,203.36,135.41,Industrials
25-07-2025,V,295.97,296.25,297.55,292.57,9792634,5.925E+11,34.07,0.76,8.7,394.24,232.07,Financials
25-07-2025,VRTX,492.1,487.77,497.04,480.58,11024630,1.27023E+11,30.85,0,15.81,644.08,394.08,Healthcare
25-07-2025,VZ,45.86,46.7,47.32,45.48,11410337,1.81611E+11,10.32,5.6,4.53,58.24,37.79,Communication Services
25-07-2025,WMT,69.93,70.63,70.8,69.2,31533103,5.53186E+11,30.5,1.28,2.32,84.15,46,Consumer Staples
25-07-2025,XOM,129.86,130.51,131.55,129.15,10980989,5.11386E+11,14.63,3.09,8.92,163.03,89.06,Energy
25-07-2025,ZTS,146.68,145.32,147.36,144.93,9082813,65878400000,22.59,0.74,6.43,158.6,101.53,Healthcare
26-07-2025,AAPL,194.79,198.68,200.25,193.94,81971171,3.10135E+12,28.48,0.48,6.98,216.36,146.17,Technology
26-07-2025,ABBV,186.56,187.4,189.12,185.56,18865292,3.18323E+11,14.24,3.74,13.16,209.78,125.72,Healthcare
26-07-2025,ABT,124.62,125.97,127.6,123.96,32744608,2.0995E+11,19.02,1.95,6.62,147.27,91.19,Healthcare
26-07-2025,ADBE,595.59,596.99,599.87,588.12,15546272,2.58696E+11,42.5,0,14.05,664.42,506.84,Technology
26-07-2025,ADP,264.6,263.33,267.45,262.16,6862092,1.0843E+11,32.01,2.19,8.23,351.71,173.15,Financials
26-07-2025,AMD,172.35,168.13,173.19,167.11,9421568,2.54742E+11,43.61,0,3.86,203.63,126.24,Technology
26-07-2025,AMGN,301.53,303.51,308,297.58,2257062,1.54243E+11,13.25,3.05,22.91,405.96,278.65,Healthcare
26-07-2025,AMT,199.27,194.32,200.38,191.99,11199199,90050731707,30.09,2.19,6.46,252.81,130.58,Real Estate
26-07-2025,AMZN,179.01,179.86,180.91,178.11,72787634,1.84999E+12,31.09,0,5.79,229.61,160.61,Consumer Discretionary
26-07-2025,AVGO,1730.02,1780.13,1802.56,1709.94,28894092,8.16766E+11,27.77,1.7,64.1,1978.94,1506.74,Technology
26-07-2025,BAC,45.75,44.73,46.13,44.59,17624921,3.32874E+11,15.58,2.05,2.87,52.11,33.24,Financials
26-07-2025,BKNG,3707.31,3623.38,3732.7,3597.32,6487361,1.30442E+11,19.8,0,183,3970.24,3248.09,Consumer Discretionary
26-07-2025,BLK,867.28,883.42,894.2,864.56,11530714,1.36299E+11,24.45,2.09,36.13,1139.08,767.82,Financials
26-07-2025,BMY,54.83,55.37,55.99,54.7,10966084,1.05706E+11,10.89,4.67,5.08,69.6,46.22,Healthcare
26-07-2025,BRK.B,421,424.88,429.84,415.16,13031097,8.79062E+11,18.05,0,23.54,517.88,318.22,Financials
26-07-2025,C,65.76,65.2,66.33,64.78,8428948,1.25385E+11,11.46,3.93,5.69,74.78,52.3,Financials
26-07-2025,CAT,373.27,370.96,376.32,369.78,7697569,1.92899E+11,14.1,2.23,26.31,453.01,250.01,Industrials
26-07-2025,CB,241.13,240.15,243.6,236.66,11082773,93119387755,15.55,1.8,15.44,291.53,189.38,Financials
26-07-2025,COST,858.81,842.03,864.38,837.19,18065845,3.65682E+11,47.52,0.47,17.72,996.32,561.86,Consumer Staples
26-07-2025,CRM,281.18,282.21,286.02,278.61,17667940,2.66817E+11,39.32,0,7.18,332.19,195.79,Technology
26-07-2025,CVX,169.51,170.3,171.86,168.38,32509355,3.0392E+11,13.26,2.88,12.84,215.42,156.18,Energy
26-07-2025,DIS,116.73,116.31,118.26,115.47,10705828,2.00712E+11,39.72,0,2.93,134.2,96.06,Communication Services
26-07-2025,DUK,110.9,112.16,113.71,109.7,2544251,83610181818,19.24,4.15,5.83,145.95,85.06,Utilities
26-07-2025,ELV,548.49,545.21,554.26,539.53,7936535,1.22795E+11,17.67,1.04,30.86,655.78,431.81,Healthcare
26-07-2025,GE,177.39,172.99,178.98,170.8,2673300,1.82875E+11,27.23,0.38,6.35,225.96,121.25,Industrials
26-07-2025,GILD,81.47,83.17,84.38,80.89,7112002,98764375000,17.18,4,4.84,95.37,63.65,Healthcare
26-07-2025,GOOGL,168.36,171.62,172.52,167.94,70833026,2.04194E+12,26.77,0,6.41,193.68,146.48,Communication Services
26-07-2025,GS,449.69,460.61,462.32,443.26,9912111,1.55206E+11,14.57,2.2,31.61,603.82,343.57,Financials
26-07-2025,HD,369.83,369.37,375.25,367.84,20122202,3.8455E+11,27.11,2.22,13.62,483.11,263.4,Consumer Discretionary
26-07-2025,HON,218.01,219.1,219.92,217.15,2360685,1.47765E+11,26.05,2.11,8.41,261.3,178.28,Industrials
26-07-2025,IBM,195.87,192.17,197.8,191.03,5179483,1.7246E+11,21.58,3.42,8.91,248.36,156.88,Technology
26-07-2025,INTC,35.44,35.58,35.99,34.97,2321028,1.37237E+11,18.43,1.4,1.93,43.14,28.55,Technology
26-07-2025,INTU,639.84,651.35,659.23,634,2633178,1.75363E+11,61.96,0.57,10.51,798.84,549.77,Technology
26-07-2025,ISRG,456.21,450.8,461.28,445.56,13066791,1.519E+11,59.74,0,7.55,502.54,312.57,Healthcare
26-07-2025,JNJ,164.12,166.65,168.54,163.69,22904211,4.20378E+11,17.54,2.92,9.5,188.04,122.43,Healthcare
26-07-2025,JPM,213.87,215.37,215.91,212.81,16192286,6.01998E+11,11.63,2.18,18.52,241.39,170.27,Financials
26-07-2025,KO,66.98,67.2,67.92,66.01,20020560,2.93053E+11,29.16,3.1,2.3,88.43,57.27,Consumer Staples
26-07-2025,LLY,936.6,925.2,942.08,923.2,26431311,8.27811E+11,54.2,1.13,17.07,1241.03,647.13,Healthcare
26-07-2025,LMT,465.3,472.98,476.97,460.65,8031750,1.13318E+11,17.93,2.38,26.38,579.52,324.47,Industrials
26-07-2025,LOW,237.39,243.28,246.9,236.89,11808585,1.53912E+11,24.56,1.8,9.91,292.73,217.33,Consumer Discretionary
26-07-2025,MA,488.33,494.78,500.76,487.28,20892158,4.63856E+11,35.48,0.51,13.95,650.62,328.76,Financials
26-07-2025,MDLZ,73.15,72.87,73.74,72.23,12321601,93549324324,20.07,2.1,3.63,89.77,60.86,Consumer Staples
26-07-2025,MDT,92.01,93.74,94.66,91.53,8289327,1.19779E+11,17.1,3.41,5.48,123.55,80.86,Healthcare
26-07-2025,META,492.06,486.23,493.79,480.72,80529530,1.34796E+12,18.98,0.38,25.62,608.01,412.53,Communication Services
26-07-2025,MMC,219.21,220.96,222.28,217.08,4673339,1.07911E+11,24.04,1.7,9.19,280.64,176.49,Financials
26-07-2025,MRK,133.07,131.36,134.66,130.62,16459477,3.23348E+11,14.18,2.65,9.26,170.86,107.77,Healthcare
26-07-2025,MS,104.62,102.35,105.34,101.16,10156125,1.68877E+11,12.23,3.26,8.37,120.21,78.87,Financials
26-07-2025,MSFT,431.99,431.31,435.96,428.31,75283363,3.0737E+12,33.34,0.74,12.94,498.15,289.7,Technology
26-07-2025,NEE,79.67,79.42,80.21,79.19,6680845,1.63804E+11,20.12,2.68,3.95,88.63,57.45,Utilities
26-07-2025,NFLX,676.47,669.96,678.77,663.71,19049789,2.77909E+11,41.62,0,16.1,875.39,611.22,Communication Services
26-07-2025,NKE,87.49,87.37,88.62,86.95,14594897,1.31055E+11,29.66,0.98,2.95,99.44,69.94,Consumer Discretionary
26-07-2025,NOW,862.12,892.15,895.49,859.75,8149175,1.83678E+11,73.01,0,12.22,1056.88,785.34,Technology
26-07-2025,NVDA,506.82,511.1,513.81,500.1,35314443,2.86216E+12,50.87,0,10.05,560.27,336.24,Technology
26-07-2025,ORCL,142.48,138.88,143.08,137.26,23016960,3.95455E+11,23.57,1.1,5.89,179.54,98.29,Technology
26-07-2025,PEP,179.17,181.52,183.4,177.38,22821807,2.36984E+11,21.13,2.87,8.59,200.47,132.33,Consumer Staples
26-07-2025,PFE,30.69,30.41,30.92,30.16,12286436,1.6186E+11,11.09,6.22,2.74,39.21,23.59,Healthcare
26-07-2025,PG,179.99,181.1,182.09,178.2,28580133,4.09443E+11,24.11,2.62,7.51,221.04,121.05,Consumer Staples
26-07-2025,PLD,133.95,131.23,134.49,129.39,11530972,1.26183E+11,35.9,2.68,3.66,148.43,92.74,Real Estate
26-07-2025,PM,113.98,112.07,114.33,111.65,8192704,1.68105E+11,20.59,5.23,5.44,145.05,75.72,Consumer Staples
26-07-2025,PYPL,71.74,71.2,72.03,70.45,5521541,76285714286,19.28,0,3.69,87.74,59.77,Financials
26-07-2025,QCOM,222.27,218.07,223.18,217.48,23458755,2.28213E+11,16.42,1.98,13.28,245.05,175.36,Technology
26-07-2025,REGN,1085,1101.85,1107.12,1069.53,11235316,1.15193E+11,16.59,0,66.42,1293.23,939.47,Healthcare
26-07-2025,RTX,122.22,124.3,126,121.19,10775262,1.6397E+11,19.93,2.18,6.24,136.02,91.84,Industrials
26-07-2025,SCHW,81.57,79.96,81.85,79.5,6381748,1.34933E+11,16.82,1.25,4.75,87.4,57.83,Financials
26-07-2025,SO,83.83,84.05,84.66,82.84,10712571,87016470588,18.33,3.22,4.59,96.03,63.79,Utilities
26-07-2025,SPGI,452.55,442.1,453.68,437.37,4607058,1.39358E+11,32.48,0.77,13.61,527.46,367.98,Financials
26-07-2025,SYK,377.34,385.48,389.05,376.37,5601662,1.40648E+11,27.27,0.92,14.14,444.69,308.31,Healthcare
26-07-2025,T,20.66,20.59,20.73,20.43,4174716,1.32364E+11,8.92,7.33,2.31,22.9,13.64,Communication Services
26-07-2025,TJX,117.28,119.18,120.18,116,6261321,1.34078E+11,21.15,1.27,5.63,148.32,86.63,Consumer Discretionary
26-07-2025,TMO,598.14,608.51,612.12,591.6,12692000,2.30814E+11,31.65,0.33,19.23,768.07,555.56,Healthcare
26-07-2025,TSLA,251.12,254.45,255.33,249.64,18985809,8.31856E+11,50.15,0,5.07,307.86,193.45,Consumer Discretionary
26-07-2025,TXN,209.7,206.38,212.04,205.72,7887814,1.86245E+11,21.24,2.61,9.72,226.02,144.85,Technology
26-07-2025,UBER,78.04,78.26,79.28,77.68,14033711,1.51303E+11,30.61,0,2.56,101.26,66.37,Technology
26-07-2025,UNH,589.72,594.15,600.81,585.39,13889207,5.44638E+11,20.71,1.08,28.69,740.22,474.2,Healthcare
26-07-2025,UNP,245.99,251.71,253.34,242.62,3690982,1.53E+11,21.18,1.98,11.88,277.33,178.72,Industrials
26-07-2025,UPS,163.54,166.25,167.2,161.54,7263372,1.34073E+11,17.5,3.21,9.5,190.31,112.32,Industrials
26-07-2025,V,302.4,309.81,312.29,299.54,34019061,6.1962E+11,33.89,0.7,9.14,380.62,240.32,Financials
26-07-2025,VRTX,491.68,484.76,496.17,480.34,13676954,1.2624E+11,26.94,0,17.99,560.07,407.51,Healthcare
26-07-2025,VZ,42.15,41.35,42.65,40.81,4227606,1.60806E+11,7.81,6.61,5.29,51.33,33.37,Communication Services
26-07-2025,WMT,73.07,72.44,73.59,71.37,28624726,5.67362E+11,24.82,1.23,2.92,88.95,56.97,Consumer Staples
26-07-2025,XOM,127.55,128.44,129.54,126.5,11197606,5.03275E+11,13.13,2.97,9.78,171.58,88.61,Energy
26-07-2025,ZTS,147.61,149.83,152.07,146.02,5242088,67922933333,29.22,0.64,5.13,166.75,103.28,Healthcare
27-07-2025,AAPL,214.35,208.28,215.2,206.82,54821588,3.2512E+12,30.09,0.53,6.92,236.74,149.77,Technology
27-07-2025,ABBV,187.95,190.9,193,185.18,29690587,3.24268E+11,17.94,3.22,10.64,224.48,156.91,Healthcare
27-07-2025,ABT,116,118.72,120.36,115.02,26403119,1.97867E+11,22.18,1.86,5.35,141.93,91.53,Healthcare
27-07-2025,ADBE,607.47,599.32,612.72,595.56,9940019,2.59705E+11,49.8,0,12.03,724.08,403.41,Technology
27-07-2025,ADP,250.99,247.3,253.06,245.56,3835036,1.01829E+11,23.86,1.95,10.36,288.46,193.08,Financials
27-07-2025,AMD,172.27,167.28,172.7,165.57,33207380,2.53455E+11,38.4,0,4.36,219.93,128.76,Technology
27-07-2025,AMGN,307.7,305,312.24,302.32,10287082,1.55E+11,15.88,3.16,19.21,396.43,252.28,Healthcare
27-07-2025,AMT,212.44,208.3,214.26,206.65,7048881,96529268293,25.38,2.52,8.21,248.77,166.04,Real Estate
27-07-2025,AMZN,167.47,163.89,169.37,163.44,79512750,1.68573E+12,32.2,0,5.09,194.95,119.17,Consumer Discretionary
27-07-2025,AVGO,1696.6,1677.58,1706.96,1660.02,8376783,7.69713E+11,34.15,1.77,49.12,1900.31,1361.82,Technology
27-07-2025,BAC,44.02,44.21,44.72,43.68,31345760,3.29005E+11,16.21,2.26,2.73,50.33,38.77,Financials
27-07-2025,BKNG,3741.87,3802.3,3812.08,3699.18,6247615,1.36883E+11,20.59,0,184.67,5036.61,3166.6,Consumer Discretionary
27-07-2025,BLK,870.6,850.43,872.72,845.63,12838244,1.31209E+11,21.46,2.17,39.63,1094.66,657.14,Financials
27-07-2025,BMY,52.69,51.45,53.32,51.33,13057076,98222727273,12.02,4.45,4.28,68.61,40.11,Healthcare
27-07-2025,BRK.B,421.07,416.55,425.55,412.05,22774878,8.61828E+11,18.18,0,22.91,512.62,352.71,Financials
27-07-2025,C,65.21,65.5,66.09,64.43,4135313,1.25962E+11,10.11,3.94,6.48,86.19,54.98,Financials
27-07-2025,CAT,360.22,365.48,369.24,358.47,4427944,1.9005E+11,17.8,2.25,20.53,469.5,299.19,Industrials
27-07-2025,CB,243.87,240.64,246.32,237.27,12305667,93309387755,13.74,1.74,17.51,306.92,188.26,Financials
27-07-2025,COST,866.9,866.23,878.19,854.81,33197178,3.76191E+11,45.43,0.48,19.07,972.63,755.79,Consumer Staples
27-07-2025,CRM,265.16,274.39,276.32,262.39,13261062,2.59423E+11,39.75,0,6.9,350.25,183.26,Technology
27-07-2025,CVX,165.34,163.28,167.75,162.89,26035641,2.91392E+11,15.71,2.81,10.39,190.52,132.98,Energy
27-07-2025,DIS,108.68,107.58,109.39,106.6,10292125,1.85647E+11,32.71,0,3.29,117.17,73.32,Communication Services
27-07-2025,DUK,111.6,112.8,114.42,110.84,11353193,84087272727,19.62,3.91,5.75,131.88,95.46,Utilities
27-07-2025,ELV,569.05,566.3,573.79,559.1,13171189,1.27545E+11,15.06,1,37.6,645.26,504.36,Healthcare
27-07-2025,GE,165.09,165.74,167.31,162.64,2778736,1.75211E+11,28.23,0.36,5.87,211.84,128.98,Industrials
27-07-2025,GILD,75.4,74.24,75.65,73.95,14175816,88160000000,15.75,3.67,4.71,88.08,48.42,Healthcare
27-07-2025,GOOGL,181.03,179.19,182.96,177.35,53238598,2.13201E+12,29.02,0,6.17,197.94,143.61,Communication Services
27-07-2025,GS,470.15,480.34,483.54,466.1,5376296,1.61854E+11,15.19,2.19,31.62,611.84,346.3,Financials
27-07-2025,HD,362.33,359.08,365.56,353.81,8634569,3.73837E+11,24.15,2.09,14.87,458.36,308.41,Consumer Discretionary
27-07-2025,HON,222.12,223.72,226.88,220.84,13211101,1.50881E+11,23.87,2.17,9.37,247.86,203.12,Industrials
27-07-2025,IBM,202.65,196.49,204.1,196.04,6932490,1.76337E+11,22.6,3.3,8.69,224.21,178.11,Technology
27-07-2025,INTC,32.83,32.16,32.91,31.81,6546150,1.24046E+11,18.58,1.53,1.73,36.28,27.67,Technology
27-07-2025,INTU,644.44,653.16,661.05,642.79,9190171,1.75851E+11,63.5,0.59,10.29,818.53,575.9,Technology
27-07-2025,ISRG,468.97,479.05,482.47,465.36,5700019,1.61419E+11,59.64,0,8.03,612.3,425.96,Healthcare
27-07-2025,JNJ,165.97,164.64,166.37,164.24,17289866,4.15308E+11,13.87,2.53,11.87,195.02,133.17,Healthcare
27-07-2025,JPM,212.36,209.16,213.71,206.02,11801459,5.8464E+11,14.58,2.6,14.35,228.88,192.03,Financials
27-07-2025,KO,67.21,67.4,67.82,66.64,32829200,2.93925E+11,25.45,2.86,2.65,84.13,48.84,Consumer Staples
27-07-2025,LLY,951.9,949.18,962.4,940.66,23515650,8.49266E+11,41.11,1.11,23.09,1055.86,767.03,Healthcare
27-07-2025,LMT,485.64,482.01,489.85,475.63,13211809,1.15482E+11,17.52,2.78,27.51,532.15,418.53,Industrials
27-07-2025,LOW,251.12,245.28,252.35,243.65,13280921,1.55177E+11,20.72,1.63,11.84,297.55,200.48,Consumer Discretionary
27-07-2025,MA,469.13,465.91,471.09,460.68,30626350,4.36791E+11,33.22,0.54,14.02,545.14,360.58,Financials
27-07-2025,MDLZ,76.1,76.24,76.45,75.41,6672585,97875675676,17.67,2.12,4.31,82.59,63.55,Consumer Staples
27-07-2025,MDT,86.53,87.21,87.71,86.09,7950991,1.11435E+11,18.23,3.16,4.78,110.8,66.82,Healthcare
27-07-2025,META,505.21,511.52,517.29,499.81,85037539,1.41808E+12,20.92,0.43,24.45,556.21,345.51,Communication Services
27-07-2025,MMC,212.16,216.99,218.66,210.09,14934717,1.05972E+11,22.53,1.76,9.63,289.01,177.16,Financials
27-07-2025,MRK,125.18,125.68,127.24,124.26,14053685,3.09366E+11,15.82,2.43,7.94,141.21,90.11,Healthcare
27-07-2025,MS,104.03,103.96,104.5,102.54,2269407,1.71534E+11,11.62,3.32,8.95,116.35,83.44,Financials
27-07-2025,MSFT,439.66,429.86,441.63,425.11,25455967,3.06337E+12,30.79,0.63,13.96,494.02,327.29,Technology
27-07-2025,NEE,83.51,84.02,84.76,82.56,12323221,1.73291E+11,19.5,3.03,4.31,92.86,55.83,Utilities
27-07-2025,NFLX,665.52,667.31,671.01,656.86,29843049,2.7681E+11,40.88,0,16.32,758.29,593.03,Communication Services
27-07-2025,NKE,87.78,86.07,88.26,85.46,13455041,1.29105E+11,26.26,1.07,3.28,95.08,72.28,Consumer Discretionary
27-07-2025,NOW,879.01,871.85,890.89,866.81,9382561,1.79499E+11,96.47,0,9.04,1077.84,658.75,Technology
27-07-2025,NVDA,507.15,504.51,508.63,499.14,72346409,2.82526E+12,50.89,0,9.91,563.44,441.25,Technology
27-07-2025,ORCL,154.93,156.63,157.18,154.57,30703273,4.45997E+11,27.08,1.04,5.78,196.58,115.5,Technology
27-07-2025,PEP,186.94,189.2,191.59,186.16,27090081,2.47011E+11,27.32,2.72,6.93,213.02,154.21,Consumer Staples
27-07-2025,PFE,30.14,30.81,31.15,30.04,5700853,1.63989E+11,13.48,6.28,2.29,36.03,25.67,Healthcare
27-07-2025,PG,169.03,166.85,170.89,166.24,17249712,3.77226E+11,27.77,2.38,6.01,196.36,124.95,Consumer Staples
27-07-2025,PLD,125.21,122.15,126.23,120.56,11409605,1.17452E+11,37.91,3.01,3.22,145.76,95.11,Real Estate
27-07-2025,PM,110.98,111.7,113.37,109.33,8569744,1.6755E+11,17.88,5.1,6.25,129.81,85.79,Consumer Staples
27-07-2025,PYPL,70.22,70.97,71.16,70.07,2389409,76039285714,16.92,0,4.19,79.6,55.95,Financials
27-07-2025,QCOM,209.02,212.87,214.42,207.12,25828273,2.22771E+11,19.4,1.72,10.97,255.77,153.68,Technology
27-07-2025,REGN,1053.37,1050.83,1056.2,1041.34,11966230,1.09859E+11,19.78,0,53.13,1272.14,772.47,Healthcare
27-07-2025,RTX,111.43,109.84,111.98,108.93,10368739,1.44895E+11,18.79,2.08,5.85,137.53,95.16,Industrials
27-07-2025,SCHW,79.72,80.39,81.14,79.4,14722195,1.35658E+11,17.64,1.31,4.56,87.3,72.59,Financials
27-07-2025,SO,86.44,86.25,86.73,86.04,8111269,89294117647,15.66,3.16,5.51,93.46,72.42,Utilities
27-07-2025,SPGI,463.84,469.51,471.66,462.62,5334550,1.47998E+11,33.26,0.82,14.12,523.02,371.26,Financials
27-07-2025,SYK,369.07,363,372.24,358.51,14587027,1.32446E+11,32.17,0.95,11.28,460.77,241.8,Healthcare
27-07-2025,T,22.85,22.96,23.13,22.75,11393856,1.476E+11,7.97,6.44,2.88,29.16,16.66,Communication Services
27-07-2025,TJX,115.72,117.32,117.87,114.86,13702764,1.31985E+11,22.9,1.27,5.12,138.74,88.3,Consumer Discretionary
27-07-2025,TMO,583.82,592.2,596.37,577.98,26472468,2.24628E+11,26.02,0.32,22.76,660.15,504.27,Healthcare
27-07-2025,TSLA,274.74,270.83,276.41,268.79,11395299,8.85406E+11,59.06,0,4.59,315.48,240.94,Consumer Discretionary
27-07-2025,TXN,202.19,200.43,205.19,198.13,10220692,1.80876E+11,25.83,2.52,7.76,238.9,154.67,Technology
27-07-2025,UBER,78.61,80.57,81.5,78.41,14632936,1.55769E+11,31.13,0,2.59,98.43,62.74,Technology
27-07-2025,UNH,618.3,627.06,633.02,611.54,31913800,5.74805E+11,22.39,1.24,28.01,803.17,444.01,Healthcare
27-07-2025,UNP,261.1,260.27,264.53,258.51,2435790,1.58203E+11,23.28,2.12,11.18,293.55,187.51,Industrials
27-07-2025,UPS,155.18,154.29,156.13,152,5993576,1.24427E+11,16.16,3.46,9.55,171.69,131.1,Industrials
27-07-2025,V,300.15,304.97,308.19,295.8,14075890,6.0994E+11,31.8,0.66,9.59,334.45,226.62,Financials
27-07-2025,VRTX,499.87,488.87,502.27,483.78,13296819,1.2731E+11,25.41,0,19.24,575.47,371.72,Healthcare
27-07-2025,VZ,44.76,44.94,45.29,44.39,6374660,1.74767E+11,10.11,6.09,4.45,53.6,31.08,Communication Services
27-07-2025,WMT,74.86,76.43,77.41,73.81,18987575,5.98613E+11,30.81,1.09,2.48,98.26,69.4,Consumer Staples
27-07-2025,XOM,126.72,130.44,131.17,125.49,26630588,5.11112E+11,12.37,3.22,10.54,170.12,112.34,Energy
27-07-2025,ZTS,153.21,151.69,154.63,150.47,11365871,68766133333,26.33,0.72,5.76,184.31,106.3,Healthcare
28-07-2025,AAPL,208.42,201.75,209.95,199.65,44867436,3.14927E+12,29.23,0.49,6.9,238.77,138.8,Technology
28-07-2025,ABBV,186.6,182.54,188.26,180.43,16560625,3.10068E+11,17.11,3.56,10.67,229.34,155.83,Healthcare
28-07-2025,ABT,121.74,122.31,122.77,121.17,29892423,2.0385E+11,22.32,1.84,5.48,136.5,98.94,Healthcare
